"","UID","school","eduction_level","education_type","job_title","No_Year_Wor_Experience","YearsWork","work_location","tuition","Blockchain","Cloud_computing","Analytical_reasoning","Artificial_Intelligence","UX_design","Business_analysis","Affiliate_marketing","Sales","Scientific_computing","Video_production","Persuasion","Collaboration","Adaptability","Emotional_Intelligence","Microsoft_Office","Microsoft_Excel","Visual_Basic","Python","R","SQL","Java","Public_Speaking","Cert_Amazon_Web_Services_Essential_Training","Cert_Scrum_Basics","Cert_Time_Management_Fundamentals","Cert_Online_Marketing_Foundations","Cert_Project_Management_Foundations","Cert_Body_Language_for_Leaders","Cert_Excel_Essential_Training","Cert_AWS_Certified_Advanced_Networking","Cert_Programming_Foundations","Cert_Project_Management_Professional","Cert_Git_Essential_Training","Cert_Microsoft_Certified__Azure_Fundamentals","Cert_Developing_Executive_Presence","Cert_Online_Marketing_Foundations.1","Cert_Strategic_Thinking","Count","Mergecol","title","Location","numbersofjob","jobgrowth","salary","salarygrowth"
"1096",1096,"Queen's University","Bachelor's","Education","Director of Engineering",1,"1 years","Prince Edward Island",46500,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,"Director of Engineering Prince Edward Island","Director of Engineering","Prince Edward Island",22300,2.04,144250,12.6
"1097",1097,"Niagara College","Doctoral","Architecture and related services","Senior Gameplay Engineer",1,"1 years","Saskatchewan",33500,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,"Senior Gameplay Engineer Saskatchewan","Senior Gameplay Engineer","Saskatchewan",67700,15.24,129175,-3.24
"1098",1098,"University de Montryal","Doctoral","Health professions and related programs","Data Engineer - Devices Central Engagement",2,"2 years","Prince Edward Island",52000,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,"Data Engineer - Devices Central Engagement Prince Edward Island","Data Engineer - Devices Central Engagement","Prince Edward Island",31900,17,68275,4.68
"1099",1099,"Vancouver Island University","Master's","Engineering","Senior Full Stack Developer",6,"6 years","Ontario",31000,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,"Senior Full Stack Developer Ontario","Senior Full Stack Developer","Ontario",65900,1.16,78100,-0.6
"1100",1100,"University of Waterloo","Doctoral","Natural resources and conservation","Game Engineer - AI",1,"1 years","Northwest Territories",30500,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,"Game Engineer - AI Northwest Territories","Game Engineer - AI","Northwest Territories",19900,-5,142525,5.56
"1101",1101,"University de Sherbrooke","Master's","Multidisciplinary/interdisciplinary studies","Cloud Software Development Engineer",3,"3 years","Ontario",66500,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,"Cloud Software Development Engineer Ontario","Cloud Software Development Engineer","Ontario",38700,-0.6,86575,11.72
"1102",1102,"University of Guelph","Master's","Business, management, marketing and related support services","Deep Learning Backend Engine Developer",10,"10 years","Nova Scotia",25500,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,"Deep Learning Backend Engine Developer Nova Scotia","Deep Learning Backend Engine Developer","Nova Scotia",27500,17,106900,10.84
"1103",1103,"Vancouver Island University","Associate","Transportation and materials moving","Linux Platform Software Engineer",6,"6 years","British Columbia",63500,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,"Linux Platform Software Engineer British Columbia","Linux Platform Software Engineer","British Columbia",75700,12.6,77950,19.64
"1104",1104,"University of Alberta","Bachelor's","Psychology","Programmer Analyst",2,"2 years","Yukon",27000,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,"Programmer Analyst Yukon","Programmer Analyst","Yukon",62300,1.16,53875,-4.12
"1105",1105,"University de Montryal","Associate","French language and literature/letters","IOT Software Development Engineer",9,"9 years","Nunavut",63000,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,"IOT Software Development Engineer Nunavut","IOT Software Development Engineer","Nunavut",87100,-3.24,103450,18.76
"1106",1106,"Cygep de Saint-Hyacinthe","Master's","Engineering technologies and engineering-related fields","Integration Engineer, Developer Relations",7,"7 years","Nova Scotia",67500,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,"Integration Engineer, Developer Relations Nova Scotia","Integration Engineer, Developer Relations","Nova Scotia",50900,17.88,93775,-4.12
"1107",1107,"College of the New Caledonia","Master's","Public administration and social service professions","Deep Learning Backend Engine Developer",1,"1 years","Ontario",20000,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,"Deep Learning Backend Engine Developer Ontario","Deep Learning Backend Engine Developer","Ontario",35500,-1.48,90550,2.04
"1108",1108,"HEC Montryal","Master's","Dental, medical and veterinary residency programs","Cloud Software Development Engineer",10,"10 years","Yukon",67500,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,"Cloud Software Development Engineer Yukon","Cloud Software Development Engineer","Yukon",97100,12.6,142075,-1.48
"1109",1109,"York University","Bachelor's","Engineering technologies and engineering-related fields","IOT Software Development Engineer",9,"9 years","Manitoba",56500,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,"IOT Software Development Engineer Manitoba","IOT Software Development Engineer","Manitoba",94300,-5,85900,-2.36
"1110",1110,"Victoria University","Master's","Mathematics and statistics","Game Engineer - AI",2,"2 years","Saskatchewan",44500,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,"Game Engineer - AI Saskatchewan","Game Engineer - AI","Saskatchewan",88300,8.2,94300,19.64
"1111",1111,"Native Education College","Doctoral","Dental, medical and veterinary residency programs","Deep Learning Backend Engine Software Developer",3,"3 years","Prince Edward Island",58000,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,"Deep Learning Backend Engine Software Developer Prince Edward Island","Deep Learning Backend Engine Software Developer","Prince Edward Island",6300,10.84,57250,2.04
"1112",1112,"HEC Montryal","Associate","Construction trades","Senior Full Stack Developer",4,"4 years","Alberta",64500,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,"Senior Full Stack Developer Alberta","Senior Full Stack Developer","Alberta",93900,-4.12,146050,4.68
"1113",1113,"University of Windsor","Master's","Theology and religious vocations","Deep Learning Backend Engine Software Developer",10,"10 years","Northwest Territories",36500,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,"Deep Learning Backend Engine Software Developer Northwest Territories","Deep Learning Backend Engine Software Developer","Northwest Territories",90300,17.88,40150,11.72
"1114",1114,"Victoria University","Bachelor's","Engineering","Game Network Engineer",2,"2 years","Saskatchewan",68500,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,"Game Network Engineer Saskatchewan","Game Network Engineer","Saskatchewan",68100,3.8,51925,7.32
"1115",1115,"Queen's University","Bachelor's","Area, ethnic, cultural, gender, and group studies","Data Engineer - Devices Central Engagement",10,"10 years","Yukon",58000,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,"Data Engineer - Devices Central Engagement Yukon","Data Engineer - Devices Central Engagement","Yukon",43900,7.32,55675,0.28
"1116",1116,"Carleton University","Master's","Legal professions and studies","Mobile Software Development",5,"5 years","Quebec",72000,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,"Mobile Software Development Quebec","Mobile Software Development","Quebec",60500,17,117325,3.8
"1117",1117,"College of the New Caledonia","Associate","Communication, journalism and related programs","Deep Learning Backend Engine Developer",4,"4 years","Nunavut",53000,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,"Deep Learning Backend Engine Developer Nunavut","Deep Learning Backend Engine Developer","Nunavut",36700,8.2,121075,5.56
"1118",1118,"Huron University College","Doctoral","Social Sciences","Deep Learning Workload Optimization Engineer",2,"2 years","British Columbia",64000,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,"Deep Learning Workload Optimization Engineer British Columbia","Deep Learning Workload Optimization Engineer","British Columbia",83500,10.84,116500,17
"1119",1119,"University de Guelph, Campus d'Alfred","Master's","Public administration and social service professions","Robotics Mechatronic Engineer",5,"5 years","Nunavut",59000,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,"Robotics Mechatronic Engineer Nunavut","Robotics Mechatronic Engineer","Nunavut",89900,7.32,128125,10.84
"1120",1120,"University de Guelph, Campus d'Alfred","Bachelor's","Precision production","Machine Learning Engineer",4,"4 years","Yukon",45000,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,"Machine Learning Engineer Yukon","Machine Learning Engineer","Yukon",75300,4.68,111400,18.76
"1121",1121,"University of Toronto","Associate","Theology and religious vocations","Games UI Engineer",2,"2 years","Manitoba",66000,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,"Games UI Engineer Manitoba","Games UI Engineer","Manitoba",78300,3.8,113950,-3.24
"1122",1122,"Queen's University","Associate","Physical Sciences","Machine Learning Engineer",7,"7 years","Ontario",29500,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,"Machine Learning Engineer Ontario","Machine Learning Engineer","Ontario",38300,-1.48,58225,13.48
"1123",1123,"University of Waterloo","Bachelor's","Military technologies and applied Sciences","Linux Platform Software Engineer",1,"1 years","Quebec",73000,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,"Linux Platform Software Engineer Quebec","Linux Platform Software Engineer","Quebec",78900,17.88,149950,17.88
"1124",1124,"University of Toronto","Bachelor's","Architecture and related services","Full Stack Developer",10,"10 years","Newfoundland and Labrador",23000,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,"Full Stack Developer Newfoundland and Labrador","Full Stack Developer","Newfoundland and Labrador",45900,3.8,61225,4.68
"1125",1125,"Queen's University","Associate","Legal professions and studies","Programmer Analyst",2,"2 years","Alberta",24000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,"Programmer Analyst Alberta","Programmer Analyst","Alberta",85100,6.44,118000,3.8
"1126",1126,"McMaster University","Master's","Business, management, marketing and related support services","Robotics Mechatronic Engineer",8,"8 years","Northwest Territories",32000,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,"Robotics Mechatronic Engineer Northwest Territories","Robotics Mechatronic Engineer","Northwest Territories",63700,19.64,143200,-2.36
"1127",1127,"University of Waterloo","Bachelor's","Social Sciences","Deep Learning Backend Engine Developer",2,"2 years","British Columbia",35500,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,"Deep Learning Backend Engine Developer British Columbia","Deep Learning Backend Engine Developer","British Columbia",11500,3.8,94750,9.96
"1128",1128,"Simon Fraser University","Doctoral","Visual and performing arts","Information Security Engineer",2,"2 years","Northwest Territories",63000,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,"Information Security Engineer Northwest Territories","Information Security Engineer","Northwest Territories",46500,18.76,68875,-3.24
"1129",1129,"Wilfrid Laurier University","Doctoral","Communication, journalism and related programs","Prototyping Data Engineer",7,"7 years","Ontario",40500,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,"Prototyping Data Engineer Ontario","Prototyping Data Engineer","Ontario",69700,7.32,119875,6.44
"1130",1130,"Carleton University","Master's","Precision production","Programmer Analyst",10,"10 years","Quebec",75500,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,"Programmer Analyst Quebec","Programmer Analyst","Quebec",69500,-0.6,78175,-4.12
"1131",1131,"Ryerson University","Associate","Natural resources and conservation","Game Engineer - AI",4,"4 years","Manitoba",74000,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,"Game Engineer - AI Manitoba","Game Engineer - AI","Manitoba",22900,10.84,148075,-1.48
"1132",1132,"Cygep de Saint-Hyacinthe","Master's","Security and protective services","Data Engineer - Devices Central Engagement",8,"8 years","Quebec",58000,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,"Data Engineer - Devices Central Engagement Quebec","Data Engineer - Devices Central Engagement","Quebec",86500,-0.6,66475,-3.24
"1133",1133,"Vancouver Institute of Media Arts","Master's","Education","Data Engineer - Devices Central Engagement",10,"10 years","Ontario",76500,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,"Data Engineer - Devices Central Engagement Ontario","Data Engineer - Devices Central Engagement","Ontario",81100,9.96,127000,-0.6
"1134",1134,"Vancouver Island University","Bachelor's","Agriculture, agriculture operations and related Sciences","Deep Learning Backend Engine Software Developer",6,"6 years","British Columbia",76500,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,"Deep Learning Backend Engine Software Developer British Columbia","Deep Learning Backend Engine Software Developer","British Columbia",88900,9.08,92275,-5
"1135",1135,"Brock University","Bachelor's","Multidisciplinary/interdisciplinary studies","IOT Software Development Engineer",7,"7 years","Manitoba",74500,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,"IOT Software Development Engineer Manitoba","IOT Software Development Engineer","Manitoba",94300,-5,85900,-2.36
"1136",1136,"York University","Doctoral","Architecture and related services","Games UI Engineer",4,"4 years","Nova Scotia",32000,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,"Games UI Engineer Nova Scotia","Games UI Engineer","Nova Scotia",68900,17.88,141550,10.84
"1137",1137,"Cygep de Saint-Hyacinthe","Master's","Transportation and materials moving","Machine Learning Engineer",1,"1 years","Quebec",23000,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,"Machine Learning Engineer Quebec","Machine Learning Engineer","Quebec",41500,-0.6,146800,19.64
"1138",1138,"Wilfrid Laurier University","Master's","Multidisciplinary/interdisciplinary studies","Quality Assurance Engineer",4,"4 years","Yukon",54000,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,"Quality Assurance Engineer Yukon","Quality Assurance Engineer","Yukon",92900,10.84,81775,9.96
"1139",1139,"Niagara College","Doctoral","Education","Game Network Engineer",6,"6 years","Yukon",26000,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,"Game Network Engineer Yukon","Game Network Engineer","Yukon",54100,5.56,87325,7.32
"1140",1140,"Dalhousie University","Doctoral","Family and consumer Sciences","Director of Engineering",10,"10 years","Nova Scotia",35500,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,"Director of Engineering Nova Scotia","Director of Engineering","Nova Scotia",42700,14.36,56200,3.8
"1141",1141,"Simon Fraser University","Bachelor's","Precision production","Integration Engineer, Developer Relations",2,"2 years","Nova Scotia",47500,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Integration Engineer, Developer Relations Nova Scotia","Integration Engineer, Developer Relations","Nova Scotia",50900,17.88,93775,-4.12
"1142",1142,"Huron University College","Master's","Agriculture, agriculture operations and related Sciences","Quality Assurance Engineer",2,"2 years","New Brunswick",43000,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,"Quality Assurance Engineer New Brunswick","Quality Assurance Engineer","New Brunswick",73300,9.08,96025,8.2
"1143",1143,"Native Education College","Doctoral","Communication, journalism and related programs","Machine Learning Engineer",4,"4 years","Newfoundland and Labrador",71500,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Machine Learning Engineer Newfoundland and Labrador","Machine Learning Engineer","Newfoundland and Labrador",65100,13.48,130225,3.8
"1144",1144,"College of the New Caledonia","Bachelor's","Security and protective services","Senior Gameplay Engineer",8,"8 years","Alberta",48500,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,"Senior Gameplay Engineer Alberta","Senior Gameplay Engineer","Alberta",75100,2.04,131650,3.8
"1145",1145,"University de Guelph, Campus d'Alfred","Doctoral","Physical Sciences","Prototyping Data Engineer",1,"1 years","Northwest Territories",33500,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,"Prototyping Data Engineer Northwest Territories","Prototyping Data Engineer","Northwest Territories",87500,-5,70150,3.8
"1146",1146,"Vancouver Institute of Media Arts","Master's","Engineering technologies and engineering-related fields","Prototyping Data Engineer",10,"10 years","New Brunswick",74000,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,"Prototyping Data Engineer New Brunswick","Prototyping Data Engineer","New Brunswick",24100,0.28,106450,-4.12
"1147",1147,"Victoria University","Associate","Health professions and related programs","Data Engineer - Devices Central Engagement",1,"1 years","Saskatchewan",56000,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,"Data Engineer - Devices Central Engagement Saskatchewan","Data Engineer - Devices Central Engagement","Saskatchewan",93700,15.24,43150,-1.48
"1148",1148,"Brock University","Doctoral","Construction trades","Programmer Analyst",6,"6 years","Yukon",25000,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,"Programmer Analyst Yukon","Programmer Analyst","Yukon",62300,1.16,53875,-4.12
"1149",1149,"Vancouver Island University","Master's","Social Sciences","Cloud Software Development Engineer",6,"6 years","Northwest Territories",38500,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,"Cloud Software Development Engineer Northwest Territories","Cloud Software Development Engineer","Northwest Territories",76300,-0.6,94525,2.92
"1150",1150,"Victoria University","Associate","Health professions and related programs","Applied Scientist",2,"2 years","British Columbia",60000,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,"Applied Scientist British Columbia","Applied Scientist","British Columbia",12100,2.04,149800,2.04
"1151",1151,"Vancouver Institute of Media Arts","Master's","Dental, medical and veterinary residency programs","IOT Software Development Engineer",7,"7 years","Prince Edward Island",56500,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,"IOT Software Development Engineer Prince Edward Island","IOT Software Development Engineer","Prince Edward Island",86900,2.92,97300,9.08
"1152",1152,"Carleton University","Master's","Theology and religious vocations","Games UI Engineer",5,"5 years","British Columbia",33000,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,"Games UI Engineer British Columbia","Games UI Engineer","British Columbia",45500,15.24,122575,10.84
"1153",1153,"Cygep de Saint-Hyacinthe","Master's","Library Science","Deep Learning Workload Optimization Engineer",3,"3 years","Manitoba",72500,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,"Deep Learning Workload Optimization Engineer Manitoba","Deep Learning Workload Optimization Engineer","Manitoba",32100,17.88,107125,18.76
"1154",1154,"Simon Fraser University","Bachelor's","Dental, medical and veterinary residency programs","Deep Learning Backend Engine Developer",9,"9 years","Prince Edward Island",41000,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,"Deep Learning Backend Engine Developer Prince Edward Island","Deep Learning Backend Engine Developer","Prince Edward Island",21100,19.64,82750,2.04
"1155",1155,"University of Waterloo","Bachelor's","Architecture and related services","Games UI Engineer",3,"3 years","Quebec",39000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,"Games UI Engineer Quebec","Games UI Engineer","Quebec",83900,-3.24,50050,-4.12
"1156",1156,"Vancouver Island University","Bachelor's","Health professions and related programs","Game Network Engineer",1,"1 years","Alberta",69000,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,"Game Network Engineer Alberta","Game Network Engineer","Alberta",51500,14.36,118000,19.64
"1157",1157,"University of Alberta","Master's","Aboriginal and foreign languages, literatures and linguistics","Director of Engineering",5,"5 years","Nunavut",61000,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,"Director of Engineering Nunavut","Director of Engineering","Nunavut",98900,13.48,127150,-1.48
