UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
1229,Vancouver Island University,Bachelor's,Science technologies/technicians,Deep Learning Backend Engine Developer,5,5 years,Nunavut,70500,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,36700,8.2,121075,5.56
1230,Queen's University,Associate,Visual and performing arts,Game Network Engineer,2,2 years,Ontario,31500,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,23300,-2.36,51925,-0.6
1231,Native Education College,Bachelor's,"Communication, journalism and related programs",Deep Learning Workload Optimization Engineer,9,9 years,Manitoba,27000,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,32100,17.88,107125,18.76
1232,Niagara College,Bachelor's,Biological and biomedical Sciences,Applied Scientist,10,10 years,Saskatchewan,67000,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,25700,2.92,91300,8.2
1233,York University,Master's,Engineering,Machine Learning Engineer,10,10 years,Northwest Territories,72500,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,66300,5.56,145900,10.84
1234,University of Alberta,Associate,History,Information Security Engineer,2,2 years,Northwest Territories,21500,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,46500,18.76,68875,-3.24
1235,University of Alberta,Associate,Theology and religious vocations,Senior Gameplay Engineer,5,5 years,Nova Scotia,66000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,17100,10.84,119275,13.48
1236,Cygep de Saint-Hyacinthe,Doctoral,"Parks, recreation, leisure and fitness studies",Robotics Mechatronic Engineer,8,8 years,Manitoba,74500,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,78900,6.44,84100,18.76
1237,University of Windsor,Master's,English language and literature/letters,Information Security Engineer,1,1 years,Yukon,62500,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,81500,9.96,54025,1.16
1238,Saint Mary's University,Bachelor's,Communications technologies/technicians and support services,Director of Engineering,3,3 years,Nunavut,34500,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,98900,13.48,127150,-1.48
1239,York University,Bachelor's,"Dental, medical and veterinary residency programs",Deep Learning Backend Engine Software Developer,6,6 years,Nunavut,50000,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,55500,13.48,64600,18.76
1240,Brescia University College,Master's,Public administration and social service professions,Quality Assurance Engineer,9,9 years,Yukon,68000,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,92900,10.84,81775,9.96
1241,University de Montryal,Doctoral,"Agriculture, agriculture operations and related Sciences",Deep Learning Workload Optimization Engineer,1,1 years,Manitoba,22500,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,32100,17.88,107125,18.76
1242,Cygep de Saint-Laurent,Master's,Public administration and social service professions,Director of Engineering,6,6 years,Yukon,48000,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,16700,17.88,140125,-2.36
1243,Queen's University,Doctoral,Communications technologies/technicians and support services,"Data Engineer, Natural Language Processing (NLP)",1,1 years,British Columbia,44000,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,69100,4.68,135550,4.68
1244,University of Western Ontario,Associate,Mathematics and statistics,Data Engineer - Devices Central Engagement,3,3 years,British Columbia,28000,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,84500,-4.12,129550,9.08
1245,McMaster University,Doctoral,"Parks, recreation, leisure and fitness studies",IOT Software Development Engineer,8,8 years,Saskatchewan,49500,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,99700,-0.6,41500,-3.24
1246,Vancouver Institute of Media Arts,Master's,Public administration and social service professions,Deep Learning Backend Engine Software Developer,6,6 years,Saskatchewan,59000,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,75300,-4.12,112225,3.8
1247,"University de Guelph, Campus d'Alfred",Associate,Mechanic and repair technologies/technicians,iOS Engineer,4,4 years,Saskatchewan,29500,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,27900,8.2,118225,11.72
1248,Vancouver Island University,Bachelor's,Visual and performing arts,Senior Full Stack Developer,1,1 years,Manitoba,79000,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,15100,-1.48,56800,6.44
1249,HEC Montryal,Doctoral,Personal and culinary services,Senior Full Stack Developer,3,3 years,Saskatchewan,22000,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,13700,6.44,46450,19.64
1250,New Brunswick Bible Institute,Master's,Psychology,IOT Software Development Engineer,8,8 years,New Brunswick,37500,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,32500,6.44,82900,3.8
1251,Brock University,Master's,Philosophy and religious studies,Data Engineer - Devices Central Engagement,4,4 years,Nunavut,51000,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,63900,-1.48,61000,17.88
1252,University de Montryal,Master's,Physical Sciences,Deep Learning Workload Optimization Engineer,1,1 years,Ontario,28000,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,6700,10.84,79300,18.76
1253,Ryerson University,Associate,Architecture and related services,Game Engineer - AI,5,5 years,Prince Edward Island,32000,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,62100,16.12,45775,9.96
1254,University du Quybec à Rimouski (UQAR),Master's,Engineering,Senior Full Stack Developer,2,2 years,Nova Scotia,32500,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,77900,9.96,91150,-0.6
1255,University du Quybec à Rimouski (UQAR),Master's,Construction trades,Director of Engineering,10,10 years,New Brunswick,50000,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,19100,1.16,82375,6.44
1256,College of the New Caledonia,Doctoral,Communications technologies/technicians and support services,Director of Engineering,7,7 years,Prince Edward Island,53500,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,22300,2.04,144250,12.6
1257,New Brunswick Bible Institute,Associate,Visual and performing arts,Quality Assurance Engineer,9,9 years,Quebec,42000,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,60900,-0.6,87175,5.56
1258,Vancouver Island University,Bachelor's,Health professions and related programs,Quality Assurance Engineer,6,6 years,Manitoba,38000,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,26700,17.88,145300,0.28
1259,University of Toronto,Associate,Transportation and materials moving,Prototyping Data Engineer,8,8 years,Saskatchewan,78000,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,6100,9.08,135700,10.84
1260,York University,Master's,"Communication, journalism and related programs",Deep Learning Backend Engine Software Developer,6,6 years,New Brunswick,45500,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,89700,18.76,94225,11.72
1261,Vancouver Institute of Media Arts,Associate,Mathematics and statistics,Director of Engineering,2,2 years,Prince Edward Island,23500,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,22300,2.04,144250,12.6
1262,University du Quybec à Rimouski (UQAR),Master's,"Area, ethnic, cultural, gender, and group studies",IOT Software Development Engineer,4,4 years,Yukon,80000,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,74300,10.84,115225,9.08
1263,University de Sherbrooke,Associate,Psychology,Games UI Engineer,9,9 years,Nunavut,21500,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,78300,7.32,52825,6.44
1264,Queen's University,Master's,Engineering,Senior Full Stack Developer,10,10 years,New Brunswick,29000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,65300,13.48,90850,17.88
1265,University of Windsor,Master's,Visual and performing arts,Linux Platform Software Engineer,2,2 years,Prince Edward Island,24000,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,32300,17,56800,0.28
1266,University of Alberta,Associate,Multidisciplinary/interdisciplinary studies,"Integration Engineer, Developer Relations",7,7 years,New Brunswick,56500,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,52900,-5,106000,17.88
1267,Saint Mary's University,Doctoral,Legal professions and studies,Quality Assurance Engineer,9,9 years,Yukon,68500,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,92900,10.84,81775,9.96
1268,University du Quybec à Rimouski (UQAR),Bachelor's,Public administration and social service professions,Prototyping Data Engineer,1,1 years,Northwest Territories,72500,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,87500,-5,70150,3.8
1269,University de Sherbrooke,Master's,Legal professions and studies,Deep Learning Workload Optimization Engineer,4,4 years,Yukon,33500,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,28700,-3.24,52150,2.92
1270,Brescia University College,Master's,Communications technologies/technicians and support services,Director of Engineering,5,5 years,Yukon,31000,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,16700,17.88,140125,-2.36
1271,University of Toronto,Bachelor's,Library Science,Machine Learning Engineer,5,5 years,Nunavut,46500,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,47100,-2.36,77500,9.96
1272,Saint Mary's University,Bachelor's,History,Game Engineer - AI,7,7 years,Prince Edward Island,38000,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,62100,16.12,45775,9.96
1273,University of Toronto,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Director of Engineering,4,4 years,Quebec,78500,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,45900,-3.24,53200,5.56
1274,Concordia University,Bachelor's,Architecture and related services,Cloud Software Development Engineer,10,10 years,Nunavut,66500,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,21900,11.72,139150,10.84
1275,Brescia University College,Master's,Psychology,Full Stack Developer,4,4 years,Prince Edward Island,53500,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,51300,7.32,118525,7.32
1276,Brock University,Master's,Science technologies/technicians,IOT Software Development Engineer,4,4 years,British Columbia,40500,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,56300,8.2,43600,-5
1277,University de Montryal,Bachelor's,Psychology,Games UI Engineer,6,6 years,New Brunswick,24000,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,55500,19.64,79750,11.72
1278,College of the New Caledonia,Associate,Library Science,Mobile Software Development,10,10 years,Quebec,75000,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,60500,17,117325,3.8
1279,College of the New Caledonia,Bachelor's,Library Science,Robotics Mechatronic Engineer,8,8 years,Yukon,54500,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,69500,19.64,50200,19.64
1280,Concordia University,Master's,Communications technologies/technicians and support services,Quality Assurance Engineer,7,7 years,Prince Edward Island,37500,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,55100,1.16,57775,10.84
1281,Dalhousie University,Doctoral,Theology and religious vocations,"Integration Engineer, Developer Relations",1,1 years,Manitoba,44000,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,80900,2.04,122200,-0.6
1282,Simon Fraser University,Master's,Physical Sciences,"Integration Engineer, Developer Relations",9,9 years,Quebec,79500,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,78500,5.56,76375,5.56
1283,Wilfrid Laurier University,Doctoral,"Liberal arts and sciences, general studies and humanities",Applied Scientist,9,9 years,Newfoundland and Labrador,24500,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,32100,11.72,77875,-0.6
1284,University of Waterloo,Master's,Military technologies and applied Sciences,"Integration Engineer, Developer Relations",1,1 years,British Columbia,51000,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,29900,5.56,128350,17.88
1285,University of Alberta,Doctoral,"Liberal arts and sciences, general studies and humanities",Information Security Engineer,10,10 years,Northwest Territories,41500,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,46500,18.76,68875,-3.24
1286,Wilfrid Laurier University,Master's,Science technologies/technicians,Deep Learning Backend Engine Developer,6,6 years,Prince Edward Island,53000,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,21100,19.64,82750,2.04
1287,Queen's University,Master's,Natural resources and conservation,"Data Engineer, Natural Language Processing (NLP)",7,7 years,New Brunswick,23500,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,90500,8.2,72175,6.44
1288,Brescia University College,Master's,French language and literature/letters,"Integration Engineer, Developer Relations",8,8 years,Nunavut,47500,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,26500,-0.6,111550,-2.36
1289,University du Quybec à Rimouski (UQAR),Doctoral,English language and literature/letters,Cloud Software Development Engineer,4,4 years,Manitoba,20500,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,17700,0.28,67975,16.12
1290,Ryerson University,Master's,Natural resources and conservation,Programmer Analyst,5,5 years,British Columbia,77000,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,29300,9.08,59425,14.36
1291,HEC Montryal,Doctoral,Architecture and related services,Senior Gameplay Engineer,4,4 years,Northwest Territories,55000,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,47100,-1.48,118000,13.48
1292,University of Alberta,Associate,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,10,10 years,Yukon,21000,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,28700,-3.24,52150,2.92
1293,HEC Montryal,Bachelor's,Physical Sciences,Senior Gameplay Engineer,10,10 years,Newfoundland and Labrador,79000,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,31500,-1.48,47425,-5
1294,McMaster University,Associate,French language and literature/letters,Mobile Software Development,10,10 years,Prince Edward Island,67000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,85900,-3.24,93475,10.84
1295,York University,Master's,French language and literature/letters,Deep Learning Backend Engine Software Developer,7,7 years,Yukon,35500,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,23100,7.32,63025,0.28
1296,University of Waterloo,Master's,Family and consumer Sciences,Data Engineer - Devices Central Engagement,8,8 years,Ontario,50000,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,81100,9.96,127000,-0.6
1297,Cygep de la Gaspysie et des Îles,Doctoral,Philosophy and religious studies,Game Engineer - AI,6,6 years,Nova Scotia,42500,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,96900,3.8,116425,-3.24
1298,Vancouver Institute of Media Arts,Associate,Natural resources and conservation,Deep Learning Workload Optimization Engineer,5,5 years,Alberta,57500,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,60900,-2.36,121300,7.32
1299,University of Alberta,Doctoral,Public administration and social service professions,"Integration Engineer, Developer Relations",2,2 years,Manitoba,40500,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,80900,2.04,122200,-0.6
1300,New Brunswick Bible Institute,Master's,"Communication, journalism and related programs",Deep Learning Backend Engine Developer,8,8 years,New Brunswick,25000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,51700,15.24,143575,5.56
1301,Vancouver Institute of Media Arts,Master's,Security and protective services,Games UI Engineer,3,3 years,Quebec,30500,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,83900,-3.24,50050,-4.12
1302,University of Toronto,Bachelor's,"Communication, journalism and related programs","Integration Engineer, Developer Relations",3,3 years,Quebec,75500,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,78500,5.56,76375,5.56
1303,Vancouver Island University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Game Network Engineer,1,1 years,Alberta,23500,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,51500,14.36,118000,19.64
1304,"University de Guelph, Campus d'Alfred",Bachelor's,"Parks, recreation, leisure and fitness studies",Machine Learning Engineer,4,4 years,Manitoba,30500,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,60700,2.92,68500,13.48
1305,Vancouver Institute of Media Arts,Master's,Personal and culinary services,Programmer Analyst,3,3 years,Saskatchewan,63000,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,16500,17,71725,14.36
1306,HEC Montryal,Master's,"Dental, medical and veterinary residency programs",Information Security Engineer,9,9 years,Newfoundland and Labrador,66500,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,48100,15.24,67675,-1.48
1307,New Brunswick Bible Institute,Associate,"Communication, journalism and related programs",Senior Gameplay Engineer,8,8 years,Nunavut,50000,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,47300,11.72,92050,5.56
1308,University du Quybec à Rimouski (UQAR),Doctoral,Visual and performing arts,Director of Engineering,1,1 years,Northwest Territories,69000,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,70300,14.36,134800,4.68
1309,University de Sherbrooke,Associate,Military technologies and applied Sciences,Deep Learning Workload Optimization Engineer,3,3 years,Manitoba,77000,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,32100,17.88,107125,18.76
1310,Concordia University,Bachelor's,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,1,1 years,Ontario,61500,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,6700,10.84,79300,18.76
1311,Native Education College,Master's,Philosophy and religious studies,Machine Learning Engineer,7,7 years,British Columbia,59500,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,37700,-1.48,149200,17
1312,University of Alberta,Bachelor's,"Liberal arts and sciences, general studies and humanities",IOT Software Development Engineer,6,6 years,British Columbia,44500,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,56300,8.2,43600,-5
1313,Native Education College,Associate,Security and protective services,Deep Learning Backend Engine Software Developer,10,10 years,British Columbia,58000,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,88900,9.08,92275,-5
1314,HEC Montryal,Bachelor's,"Dental, medical and veterinary residency programs",Game Engineer - AI,8,8 years,Saskatchewan,37500,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,88300,8.2,94300,19.64
1315,Cygep de Saint-Laurent,Bachelor's,Engineering technologies and engineering-related fields,Programmer Analyst,8,8 years,Alberta,53000,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,85100,6.44,118000,3.8
1316,Victoria University,Bachelor's,Health professions and related programs,Linux Platform Software Engineer,5,5 years,British Columbia,77500,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,75700,12.6,77950,19.64
1317,York University,Master's,Computer and information Sciences and support services,"Data Engineer, Natural Language Processing (NLP)",9,9 years,Yukon,57500,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,40500,9.08,90325,10.84
1318,HEC Montryal,Associate,Social Sciences,Quality Assurance Engineer,6,6 years,Nunavut,41500,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,68100,-5,89800,6.44
1319,University of Guelph,Associate,"Communication, journalism and related programs",Quality Assurance Engineer,5,5 years,Ontario,40000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,84300,17.88,122575,-1.48
