,UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
1088,1088,Cygep de la Gaspysie et des Îles,Master's,Architecture and related services,"Data Engineer, Natural Language Processing (NLP)",4,4 years,Ontario,41000,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,70100,3.8,89125,89125
1089,1089,University of Western Ontario,Doctoral,Social Sciences,Director of Engineering,5,5 years,Nunavut,67500,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,98900,13.48,127150,127150
1090,1090,HEC Montryal,Doctoral,Health professions and related programs,Cloud Software Development Engineer,10,10 years,Nunavut,54000,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,21900,11.72,139150,139150
1091,1091,Cygep de la Gaspysie et des Îles,Bachelor's,Mechanic and repair technologies/technicians,Machine Learning Engineer,3,3 years,British Columbia,74500,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,37700,-1.48,149200,149200
1092,1092,University of Alberta,Master's,Science technologies/technicians,Linux Platform Software Engineer,6,6 years,New Brunswick,72000,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,54300,-2.36,145900,145900
1093,1093,University of Toronto,Associate,Engineering,Cloud Software Development Engineer,6,6 years,Northwest Territories,50500,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,76300,-0.6,94525,94525
1094,1094,University of Toronto,Associate,Psychology,Senior Full Stack Developer,9,9 years,Manitoba,76500,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,15100,-1.48,56800,56800
1095,1095,Cygep de Saint-Hyacinthe,Associate,Communications technologies/technicians and support services,Data Engineer - Devices Central Engagement,10,10 years,Northwest Territories,54000,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,49500,17,43825,43825
1096,1096,Queen's University,Bachelor's,Education,Director of Engineering,1,1 years,Prince Edward Island,46500,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,22300,2.04,144250,144250
1097,1097,Niagara College,Doctoral,Architecture and related services,Senior Gameplay Engineer,1,1 years,Saskatchewan,33500,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,67700,15.24,129175,129175
1098,1098,University de Montryal,Doctoral,Health professions and related programs,Data Engineer - Devices Central Engagement,2,2 years,Prince Edward Island,52000,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,31900,17,68275,68275
1099,1099,Vancouver Island University,Master's,Engineering,Senior Full Stack Developer,6,6 years,Ontario,31000,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,65900,1.16,78100,78100
1100,1100,University of Waterloo,Doctoral,Natural resources and conservation,Game Engineer - AI,1,1 years,Northwest Territories,30500,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,19900,-5,142525,142525
1101,1101,University de Sherbrooke,Master's,Multidisciplinary/interdisciplinary studies,Cloud Software Development Engineer,3,3 years,Ontario,66500,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,38700,-0.6,86575,86575
1102,1102,University of Guelph,Master's,"Business, management, marketing and related support services",Deep Learning Backend Engine Developer,10,10 years,Nova Scotia,25500,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,27500,17,106900,106900
1103,1103,Vancouver Island University,Associate,Transportation and materials moving,Linux Platform Software Engineer,6,6 years,British Columbia,63500,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,75700,12.6,77950,77950
1104,1104,University of Alberta,Bachelor's,Psychology,Programmer Analyst,2,2 years,Yukon,27000,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,62300,1.16,53875,53875
1105,1105,University de Montryal,Associate,French language and literature/letters,IOT Software Development Engineer,9,9 years,Nunavut,63000,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,87100,-3.24,103450,103450
1106,1106,Cygep de Saint-Hyacinthe,Master's,Engineering technologies and engineering-related fields,"Integration Engineer, Developer Relations",7,7 years,Nova Scotia,67500,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,50900,17.88,93775,93775
1107,1107,College of the New Caledonia,Master's,Public administration and social service professions,Deep Learning Backend Engine Developer,1,1 years,Ontario,20000,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,35500,-1.48,90550,90550
1108,1108,HEC Montryal,Master's,"Dental, medical and veterinary residency programs",Cloud Software Development Engineer,10,10 years,Yukon,67500,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,97100,12.6,142075,142075
1109,1109,York University,Bachelor's,Engineering technologies and engineering-related fields,IOT Software Development Engineer,9,9 years,Manitoba,56500,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,94300,-5,85900,85900
1110,1110,Victoria University,Master's,Mathematics and statistics,Game Engineer - AI,2,2 years,Saskatchewan,44500,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,88300,8.2,94300,94300
1111,1111,Native Education College,Doctoral,"Dental, medical and veterinary residency programs",Deep Learning Backend Engine Software Developer,3,3 years,Prince Edward Island,58000,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,6300,10.84,57250,57250
1112,1112,HEC Montryal,Associate,Construction trades,Senior Full Stack Developer,4,4 years,Alberta,64500,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,93900,-4.12,146050,146050
1113,1113,University of Windsor,Master's,Theology and religious vocations,Deep Learning Backend Engine Software Developer,10,10 years,Northwest Territories,36500,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,90300,17.88,40150,40150
1114,1114,Victoria University,Bachelor's,Engineering,Game Network Engineer,2,2 years,Saskatchewan,68500,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,68100,3.8,51925,51925
1115,1115,Queen's University,Bachelor's,"Area, ethnic, cultural, gender, and group studies",Data Engineer - Devices Central Engagement,10,10 years,Yukon,58000,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,43900,7.32,55675,55675
1116,1116,Carleton University,Master's,Legal professions and studies,Mobile Software Development,5,5 years,Quebec,72000,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,60500,17,117325,117325
1117,1117,College of the New Caledonia,Associate,"Communication, journalism and related programs",Deep Learning Backend Engine Developer,4,4 years,Nunavut,53000,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,36700,8.2,121075,121075
1118,1118,Huron University College,Doctoral,Social Sciences,Deep Learning Workload Optimization Engineer,2,2 years,British Columbia,64000,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,83500,10.84,116500,116500
1119,1119,"University de Guelph, Campus d'Alfred",Master's,Public administration and social service professions,Robotics Mechatronic Engineer,5,5 years,Nunavut,59000,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,89900,7.32,128125,128125
1120,1120,"University de Guelph, Campus d'Alfred",Bachelor's,Precision production,Machine Learning Engineer,4,4 years,Yukon,45000,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,75300,4.68,111400,111400
1121,1121,University of Toronto,Associate,Theology and religious vocations,Games UI Engineer,2,2 years,Manitoba,66000,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,78300,3.8,113950,113950
1122,1122,Queen's University,Associate,Physical Sciences,Machine Learning Engineer,7,7 years,Ontario,29500,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,38300,-1.48,58225,58225
1123,1123,University of Waterloo,Bachelor's,Military technologies and applied Sciences,Linux Platform Software Engineer,1,1 years,Quebec,73000,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,78900,17.88,149950,149950
1124,1124,University of Toronto,Bachelor's,Architecture and related services,Full Stack Developer,10,10 years,Newfoundland and Labrador,23000,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,45900,3.8,61225,61225
1125,1125,Queen's University,Associate,Legal professions and studies,Programmer Analyst,2,2 years,Alberta,24000,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,85100,6.44,118000,118000
1126,1126,McMaster University,Master's,"Business, management, marketing and related support services",Robotics Mechatronic Engineer,8,8 years,Northwest Territories,32000,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,63700,19.64,143200,143200
1127,1127,University of Waterloo,Bachelor's,Social Sciences,Deep Learning Backend Engine Developer,2,2 years,British Columbia,35500,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,11500,3.8,94750,94750
1128,1128,Simon Fraser University,Doctoral,Visual and performing arts,Information Security Engineer,2,2 years,Northwest Territories,63000,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,46500,18.76,68875,68875
1129,1129,Wilfrid Laurier University,Doctoral,"Communication, journalism and related programs",Prototyping Data Engineer,7,7 years,Ontario,40500,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,69700,7.32,119875,119875
1130,1130,Carleton University,Master's,Precision production,Programmer Analyst,10,10 years,Quebec,75500,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,69500,-0.6,78175,78175
1131,1131,Ryerson University,Associate,Natural resources and conservation,Game Engineer - AI,4,4 years,Manitoba,74000,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,22900,10.84,148075,148075
1132,1132,Cygep de Saint-Hyacinthe,Master's,Security and protective services,Data Engineer - Devices Central Engagement,8,8 years,Quebec,58000,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,86500,-0.6,66475,66475
1133,1133,Vancouver Institute of Media Arts,Master's,Education,Data Engineer - Devices Central Engagement,10,10 years,Ontario,76500,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,81100,9.96,127000,127000
1134,1134,Vancouver Island University,Bachelor's,"Agriculture, agriculture operations and related Sciences",Deep Learning Backend Engine Software Developer,6,6 years,British Columbia,76500,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,88900,9.08,92275,92275
1135,1135,Brock University,Bachelor's,Multidisciplinary/interdisciplinary studies,IOT Software Development Engineer,7,7 years,Manitoba,74500,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,94300,-5,85900,85900
1136,1136,York University,Doctoral,Architecture and related services,Games UI Engineer,4,4 years,Nova Scotia,32000,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,68900,17.88,141550,141550
1137,1137,Cygep de Saint-Hyacinthe,Master's,Transportation and materials moving,Machine Learning Engineer,1,1 years,Quebec,23000,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,41500,-0.6,146800,146800
1138,1138,Wilfrid Laurier University,Master's,Multidisciplinary/interdisciplinary studies,Quality Assurance Engineer,4,4 years,Yukon,54000,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,92900,10.84,81775,81775
1139,1139,Niagara College,Doctoral,Education,Game Network Engineer,6,6 years,Yukon,26000,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,54100,5.56,87325,87325
1140,1140,Dalhousie University,Doctoral,Family and consumer Sciences,Director of Engineering,10,10 years,Nova Scotia,35500,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,42700,14.36,56200,56200
1141,1141,Simon Fraser University,Bachelor's,Precision production,"Integration Engineer, Developer Relations",2,2 years,Nova Scotia,47500,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,50900,17.88,93775,93775
1142,1142,Huron University College,Master's,"Agriculture, agriculture operations and related Sciences",Quality Assurance Engineer,2,2 years,New Brunswick,43000,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,73300,9.08,96025,96025
1143,1143,Native Education College,Doctoral,"Communication, journalism and related programs",Machine Learning Engineer,4,4 years,Newfoundland and Labrador,71500,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,65100,13.48,130225,130225
1144,1144,College of the New Caledonia,Bachelor's,Security and protective services,Senior Gameplay Engineer,8,8 years,Alberta,48500,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,75100,2.04,131650,131650
1145,1145,"University de Guelph, Campus d'Alfred",Doctoral,Physical Sciences,Prototyping Data Engineer,1,1 years,Northwest Territories,33500,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,87500,-5,70150,70150
1146,1146,Vancouver Institute of Media Arts,Master's,Engineering technologies and engineering-related fields,Prototyping Data Engineer,10,10 years,New Brunswick,74000,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,24100,0.28,106450,106450
1147,1147,Victoria University,Associate,Health professions and related programs,Data Engineer - Devices Central Engagement,1,1 years,Saskatchewan,56000,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,93700,15.24,43150,43150
1148,1148,Brock University,Doctoral,Construction trades,Programmer Analyst,6,6 years,Yukon,25000,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,62300,1.16,53875,53875
1149,1149,Vancouver Island University,Master's,Social Sciences,Cloud Software Development Engineer,6,6 years,Northwest Territories,38500,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,76300,-0.6,94525,94525
1150,1150,Victoria University,Associate,Health professions and related programs,Applied Scientist,2,2 years,British Columbia,60000,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,12100,2.04,149800,149800
1151,1151,Vancouver Institute of Media Arts,Master's,"Dental, medical and veterinary residency programs",IOT Software Development Engineer,7,7 years,Prince Edward Island,56500,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,86900,2.92,97300,97300
1152,1152,Carleton University,Master's,Theology and religious vocations,Games UI Engineer,5,5 years,British Columbia,33000,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,45500,15.24,122575,122575
1153,1153,Cygep de Saint-Hyacinthe,Master's,Library Science,Deep Learning Workload Optimization Engineer,3,3 years,Manitoba,72500,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,32100,17.88,107125,107125
1154,1154,Simon Fraser University,Bachelor's,"Dental, medical and veterinary residency programs",Deep Learning Backend Engine Developer,9,9 years,Prince Edward Island,41000,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,21100,19.64,82750,82750
1155,1155,University of Waterloo,Bachelor's,Architecture and related services,Games UI Engineer,3,3 years,Quebec,39000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,83900,-3.24,50050,50050
1156,1156,Vancouver Island University,Bachelor's,Health professions and related programs,Game Network Engineer,1,1 years,Alberta,69000,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,51500,14.36,118000,118000
1157,1157,University of Alberta,Master's,"Aboriginal and foreign languages, literatures and linguistics",Director of Engineering,5,5 years,Nunavut,61000,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,98900,13.48,127150,127150
1158,1158,University of Waterloo,Master's,"Area, ethnic, cultural, gender, and group studies",Data Engineer - Devices Central Engagement,5,5 years,Nova Scotia,38000,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,87500,-0.6,76075,76075
1159,1159,Queen's University,Master's,Mechanic and repair technologies/technicians,"Integration Engineer, Developer Relations",8,8 years,Northwest Territories,25000,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,91300,7.32,110950,110950
1160,1160,University of Western Ontario,Doctoral,"Communication, journalism and related programs",Game Engineer - AI,2,2 years,Manitoba,54000,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,22900,10.84,148075,148075
1161,1161,University of Windsor,Associate,History,Senior Full Stack Developer,3,3 years,Prince Edward Island,65000,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,80300,15.24,147850,147850
1162,1162,Brescia University College,Associate,Transportation and materials moving,Programmer Analyst,4,4 years,Yukon,57500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,62300,1.16,53875,53875
1163,1163,University du Quybec à Rimouski (UQAR),Bachelor's,"Liberal arts and sciences, general studies and humanities",IOT Software Development Engineer,10,10 years,Prince Edward Island,79000,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,86900,2.92,97300,97300
1164,1164,Cygep de Saint-Laurent,Doctoral,"Agriculture, agriculture operations and related Sciences","Data Engineer, Natural Language Processing (NLP)",2,2 years,British Columbia,46500,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,69100,4.68,135550,135550
1165,1165,Vancouver Institute of Media Arts,Bachelor's,Philosophy and religious studies,Quality Assurance Engineer,6,6 years,Prince Edward Island,73500,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,55100,1.16,57775,57775
1166,1166,New Brunswick Bible Institute,Doctoral,Natural resources and conservation,Machine Learning Engineer,3,3 years,Yukon,29500,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,75300,4.68,111400,111400
1167,1167,University of Guelph,Doctoral,French language and literature/letters,Deep Learning Workload Optimization Engineer,9,9 years,New Brunswick,74000,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,57900,8.2,62500,62500
1168,1168,Victoria University,Doctoral,Library Science,"Data Engineer, Natural Language Processing (NLP)",10,10 years,Quebec,38000,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,80700,18.76,124150,124150
1169,1169,HEC Montryal,Doctoral,Transportation and materials moving,Quality Assurance Engineer,1,1 years,New Brunswick,24500,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,73300,9.08,96025,96025
1170,1170,"University de Guelph, Campus d'Alfred",Bachelor's,"Military Science, leadership and operational art",Data Engineer - Devices Central Engagement,7,7 years,Nunavut,69500,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,63900,-1.48,61000,61000
1171,1171,University du Quybec à Rimouski (UQAR),Master's,Physical Sciences,"Data Engineer, Natural Language Processing (NLP)",4,4 years,Newfoundland and Labrador,47500,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,47300,15.24,65350,65350
1172,1172,"University de Guelph, Campus d'Alfred",Associate,Construction trades,Deep Learning Workload Optimization Engineer,3,3 years,New Brunswick,58000,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,57900,8.2,62500,62500
1173,1173,Brock University,Master's,"Liberal arts and sciences, general studies and humanities",Applied Scientist,5,5 years,Nova Scotia,64000,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,12100,13.48,43075,43075
1174,1174,McMaster University,Doctoral,History,Senior Full Stack Developer,9,9 years,New Brunswick,76500,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,65300,13.48,90850,90850
1175,1175,McMaster University,Doctoral,"Parks, recreation, leisure and fitness studies",Game Network Engineer,9,9 years,Alberta,24500,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,51500,14.36,118000,118000
1176,1176,York University,Bachelor's,Mechanic and repair technologies/technicians,Senior Gameplay Engineer,9,9 years,Northwest Territories,22500,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,47100,-1.48,118000,118000
1177,1177,HEC Montryal,Associate,Theology and religious vocations,Game Network Engineer,2,2 years,Saskatchewan,48500,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,68100,3.8,51925,51925
