UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count
1274,Concordia University,Bachelor's,Architecture and related services,Cloud Software Development Engineer,10,10 years,Nunavut,66500,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1275,Brescia University College,Master's,Psychology,Full Stack Developer,4,4 years,Prince Edward Island,53500,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1
1276,Brock University,Master's,Science technologies/technicians,IOT Software Development Engineer,4,4 years,British Columbia,40500,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1
1277,University de Montryal,Bachelor's,Psychology,Games UI Engineer,6,6 years,New Brunswick,24000,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1278,College of the New Caledonia,Associate,Library Science,Mobile Software Development,10,10 years,Quebec,75000,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
1279,College of the New Caledonia,Bachelor's,Library Science,Robotics Mechatronic Engineer,8,8 years,Yukon,54500,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
1280,Concordia University,Master's,Communications technologies/technicians and support services,Quality Assurance Engineer,7,7 years,Prince Edward Island,37500,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1
1281,Dalhousie University,Doctoral,Theology and religious vocations,"Integration Engineer, Developer Relations",1,1 years,Manitoba,44000,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1282,Simon Fraser University,Master's,Physical Sciences,"Integration Engineer, Developer Relations",9,9 years,Quebec,79500,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
1283,Wilfrid Laurier University,Doctoral,"Liberal arts and sciences, general studies and humanities",Applied Scientist,9,9 years,Newfoundland and Labrador,24500,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1
1284,University of Waterloo,Master's,Military technologies and applied Sciences,"Integration Engineer, Developer Relations",1,1 years,British Columbia,51000,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
1285,University of Alberta,Doctoral,"Liberal arts and sciences, general studies and humanities",Information Security Engineer,10,10 years,Northwest Territories,41500,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
1286,Wilfrid Laurier University,Master's,Science technologies/technicians,Deep Learning Backend Engine Developer,6,6 years,Prince Edward Island,53000,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
1287,Queen's University,Master's,Natural resources and conservation,"Data Engineer, Natural Language Processing (NLP)",7,7 years,New Brunswick,23500,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1
1288,Brescia University College,Master's,French language and literature/letters,"Integration Engineer, Developer Relations",8,8 years,Nunavut,47500,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1
1289,University du Quybec à Rimouski (UQAR),Doctoral,English language and literature/letters,Cloud Software Development Engineer,4,4 years,Manitoba,20500,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
1290,Ryerson University,Master's,Natural resources and conservation,Programmer Analyst,5,5 years,British Columbia,77000,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1
1291,HEC Montryal,Doctoral,Architecture and related services,Senior Gameplay Engineer,4,4 years,Northwest Territories,55000,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
1292,University of Alberta,Associate,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,10,10 years,Yukon,21000,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1
1293,HEC Montryal,Bachelor's,Physical Sciences,Senior Gameplay Engineer,10,10 years,Newfoundland and Labrador,79000,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1294,McMaster University,Associate,French language and literature/letters,Mobile Software Development,10,10 years,Prince Edward Island,67000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
1295,York University,Master's,French language and literature/letters,Deep Learning Backend Engine Software Developer,7,7 years,Yukon,35500,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1
1296,University of Waterloo,Master's,Family and consumer Sciences,Data Engineer - Devices Central Engagement,8,8 years,Ontario,50000,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1297,Cygep de la Gaspysie et des Îles,Doctoral,Philosophy and religious studies,Game Engineer - AI,6,6 years,Nova Scotia,42500,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1
1298,Vancouver Institute of Media Arts,Associate,Natural resources and conservation,Deep Learning Workload Optimization Engineer,5,5 years,Alberta,57500,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1
1299,University of Alberta,Doctoral,Public administration and social service professions,"Integration Engineer, Developer Relations",2,2 years,Manitoba,40500,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
1300,New Brunswick Bible Institute,Master's,"Communication, journalism and related programs",Deep Learning Backend Engine Developer,8,8 years,New Brunswick,25000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1
1301,Vancouver Institute of Media Arts,Master's,Security and protective services,Games UI Engineer,3,3 years,Quebec,30500,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1302,University of Toronto,Bachelor's,"Communication, journalism and related programs","Integration Engineer, Developer Relations",3,3 years,Quebec,75500,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
1303,Vancouver Island University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Game Network Engineer,1,1 years,Alberta,23500,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1
1304,"University de Guelph, Campus d'Alfred",Bachelor's,"Parks, recreation, leisure and fitness studies",Machine Learning Engineer,4,4 years,Manitoba,30500,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1
1305,Vancouver Institute of Media Arts,Master's,Personal and culinary services,Programmer Analyst,3,3 years,Saskatchewan,63000,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1
1306,HEC Montryal,Master's,"Dental, medical and veterinary residency programs",Information Security Engineer,9,9 years,Newfoundland and Labrador,66500,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1
1307,New Brunswick Bible Institute,Associate,"Communication, journalism and related programs",Senior Gameplay Engineer,8,8 years,Nunavut,50000,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1308,University du Quybec à Rimouski (UQAR),Doctoral,Visual and performing arts,Director of Engineering,1,1 years,Northwest Territories,69000,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1309,University de Sherbrooke,Associate,Military technologies and applied Sciences,Deep Learning Workload Optimization Engineer,3,3 years,Manitoba,77000,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1310,Concordia University,Bachelor's,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,1,1 years,Ontario,61500,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1
1311,Native Education College,Master's,Philosophy and religious studies,Machine Learning Engineer,7,7 years,British Columbia,59500,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
1312,University of Alberta,Bachelor's,"Liberal arts and sciences, general studies and humanities",IOT Software Development Engineer,6,6 years,British Columbia,44500,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1
1313,Native Education College,Associate,Security and protective services,Deep Learning Backend Engine Software Developer,10,10 years,British Columbia,58000,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
1314,HEC Montryal,Bachelor's,"Dental, medical and veterinary residency programs",Game Engineer - AI,8,8 years,Saskatchewan,37500,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1315,Cygep de Saint-Laurent,Bachelor's,Engineering technologies and engineering-related fields,Programmer Analyst,8,8 years,Alberta,53000,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1
1316,Victoria University,Bachelor's,Health professions and related programs,Linux Platform Software Engineer,5,5 years,British Columbia,77500,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
1317,York University,Master's,Computer and information Sciences and support services,"Data Engineer, Natural Language Processing (NLP)",9,9 years,Yukon,57500,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1
1318,HEC Montryal,Associate,Social Sciences,Quality Assurance Engineer,6,6 years,Nunavut,41500,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1
1319,University of Guelph,Associate,"Communication, journalism and related programs",Quality Assurance Engineer,5,5 years,Ontario,40000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1
1320,University of Guelph,Bachelor's,Science technologies/technicians,Director of Engineering,2,2 years,New Brunswick,26000,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1
1321,Saint Mary's University,Bachelor's,Theology and religious vocations,Programmer Analyst,9,9 years,Nova Scotia,36500,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1
1322,Vancouver Island University,Master's,Precision production,Quality Assurance Engineer,9,9 years,Quebec,21500,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
1323,University of Western Ontario,Bachelor's,"Area, ethnic, cultural, gender, and group studies",Deep Learning Workload Optimization Engineer,10,10 years,Prince Edward Island,45500,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1
1324,Carleton University,Bachelor's,"Agriculture, agriculture operations and related Sciences",Data Engineer - Devices Central Engagement,6,6 years,Manitoba,32500,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
1325,University de Montryal,Bachelor's,"Dental, medical and veterinary residency programs",Machine Learning Engineer,4,4 years,British Columbia,56500,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1
1326,University de Montryal,Associate,Security and protective services,Senior Gameplay Engineer,2,2 years,Nova Scotia,21500,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1327,University of Western Ontario,Master's,Family and consumer Sciences,Deep Learning Backend Engine Developer,1,1 years,Alberta,66000,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1
1328,Cygep de la Gaspysie et des Îles,Master's,Architecture and related services,iOS Engineer,6,6 years,Nunavut,50000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
1329,Victoria University,Doctoral,"Military Science, leadership and operational art",Game Engineer - AI,5,5 years,Prince Edward Island,57500,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
1330,University de Montryal,Bachelor's,Mechanic and repair technologies/technicians,Game Network Engineer,4,4 years,British Columbia,43000,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
1331,Concordia University,Master's,Health professions and related programs,Machine Learning Engineer,3,3 years,British Columbia,41000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1
1332,Queen's University,Associate,Education,Prototyping Data Engineer,7,7 years,Quebec,67500,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1
1333,Cygep de la Gaspysie et des Îles,Master's,Construction trades,Deep Learning Workload Optimization Engineer,5,5 years,Quebec,80000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1334,"University de Guelph, Campus d'Alfred",Associate,Family and consumer Sciences,Game Engineer - AI,8,8 years,Manitoba,61000,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
1335,University of Waterloo,Associate,Mechanic and repair technologies/technicians,Deep Learning Backend Engine Software Developer,7,7 years,Alberta,54000,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1
1336,University de Sherbrooke,Doctoral,Biological and biomedical Sciences,Quality Assurance Engineer,1,1 years,Saskatchewan,52500,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1337,University of Toronto,Doctoral,Communications technologies/technicians and support services,Linux Platform Software Engineer,10,10 years,Saskatchewan,71000,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1
1338,Carleton University,Doctoral,Public administration and social service professions,Director of Engineering,3,3 years,Nova Scotia,66500,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
1339,University du Quybec à Rimouski (UQAR),Associate,French language and literature/letters,Deep Learning Backend Engine Software Developer,6,6 years,New Brunswick,73000,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1
1340,HEC Montryal,Master's,Science technologies/technicians,iOS Engineer,9,9 years,Yukon,44500,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
1341,Brescia University College,Bachelor's,Mechanic and repair technologies/technicians,"Data Engineer, Natural Language Processing (NLP)",8,8 years,Saskatchewan,59500,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
1342,University du Quybec à Rimouski (UQAR),Doctoral,Psychology,Senior Full Stack Developer,7,7 years,Manitoba,54500,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1
1343,Native Education College,Associate,Architecture and related services,Deep Learning Backend Engine Software Developer,2,2 years,Manitoba,55000,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
1344,University of Western Ontario,Associate,French language and literature/letters,Deep Learning Workload Optimization Engineer,9,9 years,Prince Edward Island,24500,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1
1345,University du Quybec à Rimouski (UQAR),Bachelor's,Engineering technologies and engineering-related fields,Applied Scientist,3,3 years,Prince Edward Island,29500,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
1346,University of Windsor,Master's,Military technologies and applied Sciences,Information Security Engineer,3,3 years,Saskatchewan,69500,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
1347,University of Waterloo,Master's,Physical Sciences,Cloud Software Development Engineer,8,8 years,Saskatchewan,39000,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1
1348,Vancouver Island University,Master's,Visual and performing arts,Machine Learning Engineer,6,6 years,Nova Scotia,43500,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
1349,Queen's University,Master's,Public administration and social service professions,Senior Gameplay Engineer,2,2 years,New Brunswick,43000,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
1350,HEC Montryal,Master's,Science technologies/technicians,Deep Learning Backend Engine Software Developer,5,5 years,Newfoundland and Labrador,21000,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1
1351,"University de Guelph, Campus d'Alfred",Bachelor's,Science technologies/technicians,Full Stack Developer,10,10 years,Northwest Territories,46500,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
1352,Simon Fraser University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Deep Learning Backend Engine Developer,8,8 years,Northwest Territories,77000,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
1353,Brock University,Associate,Philosophy and religious studies,Full Stack Developer,2,2 years,Prince Edward Island,49500,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
1354,Huron University College,Doctoral,Visual and performing arts,Full Stack Developer,6,6 years,Prince Edward Island,64500,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1355,Cygep de Saint-Laurent,Master's,Architecture and related services,Machine Learning Engineer,9,9 years,Saskatchewan,73000,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
1356,University of Waterloo,Master's,Health professions and related programs,Mobile Software Development,10,10 years,Nova Scotia,45000,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
1357,University of Windsor,Bachelor's,English language and literature/letters,Cloud Software Development Engineer,10,10 years,Prince Edward Island,75500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
1358,Niagara College,Associate,English language and literature/letters,"Data Engineer, Natural Language Processing (NLP)",2,2 years,Northwest Territories,68000,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
1359,Saint Mary's University,Associate,"Business, management, marketing and related support services",Prototyping Data Engineer,1,1 years,Northwest Territories,50000,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1
1360,University of Guelph,Master's,"Communication, journalism and related programs",Linux Platform Software Engineer,2,2 years,Northwest Territories,53000,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1
1361,University of Alberta,Master's,Multidisciplinary/interdisciplinary studies,iOS Engineer,1,1 years,Yukon,66000,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1362,University de Sherbrooke,Associate,"Agriculture, agriculture operations and related Sciences",Game Engineer - AI,5,5 years,Northwest Territories,24500,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
1363,Vancouver Island University,Bachelor's,Family and consumer Sciences,Deep Learning Backend Engine Developer,10,10 years,Nunavut,33000,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1
1364,Vancouver Island University,Bachelor's,Family and consumer Sciences,Games UI Engineer,10,10 years,Saskatchewan,64000,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1
1365,University of Waterloo,Doctoral,English language and literature/letters,Game Network Engineer,9,9 years,Nova Scotia,60500,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1
1366,Wilfrid Laurier University,Doctoral,Education,Deep Learning Workload Optimization Engineer,7,7 years,Alberta,77000,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1
1367,University de Sherbrooke,Bachelor's,Engineering technologies and engineering-related fields,Senior Full Stack Developer,8,8 years,Saskatchewan,38500,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1
1368,Saint Mary's University,Associate,History,iOS Engineer,5,5 years,Yukon,51500,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
1369,Huron University College,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Full Stack Developer,7,7 years,Newfoundland and Labrador,47000,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
1370,Wilfrid Laurier University,Doctoral,Architecture and related services,IOT Software Development Engineer,10,10 years,Northwest Territories,59000,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1371,Dalhousie University,Associate,Architecture and related services,Full Stack Developer,4,4 years,British Columbia,45500,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
1372,Native Education College,Doctoral,Natural resources and conservation,Game Engineer - AI,3,3 years,Nova Scotia,25500,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
1373,Brock University,Doctoral,Natural resources and conservation,Senior Gameplay Engineer,5,5 years,Newfoundland and Labrador,59500,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
1374,"University de Guelph, Campus d'Alfred",Doctoral,"Agriculture, agriculture operations and related Sciences",Full Stack Developer,7,7 years,Quebec,36000,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
